x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
0.0,0.0010253876712786826,0.00010923568984004347,0.0007833487583549254,3.7952320183595236e-6,8.658534159168673e-6,2.606171225182777e-6,8.230086220825193e-5,0.0015893513139632108,0.0009218998106629479,0.0012736796224486727,0.0004170879120879121,1.816581171035889e-6,4.101187507064365e-6,0.00010237384981174439,0.00042561213779434854,0.001159147494242556,1.0996143351603092e-8,1.2569213963990729e-6,0.0001958579775653266,7.824128644512821e-7,6.082207092775124e-5,5.171616097042118e-6,0.0,2.2549862855081615e-5,0.0003237484448076661,0.0004882235754070837,2.1569622971342383e-8,0.00020521564694028684,0.0006429691553768135
0.00010859692632948447,0.0,0.00011219322336597973,0.0009370064051003346,6.89401330910139e-6,4.115135499902246e-5,0.0005776916477272727,2.2432131705629924e-6,5.589453711599713e-7,4.017483900192438e-8,0.0010323076923076922,2.565375858731466e-6,0.0003429190758289969,7.656324935350856e-6,0.00016086986792567895,0.001606374106153846,9.873158358133377e-5,0.0007066518191565929,7.604155725282155e-8,4.115135499902246e-5,0.001117182674083358,2.184705416384557e-6,0.00019982370091681576,1.3755637178425441e-5,3.7951012633356126e-6,7.824128644512821e-7,1.156530335219698e-5,0.001069464706187291,0.0001688578561398034,1.939874884887438e-6
0.0011008768323714192,5.5972674246239145e-6,0.0,0.0002851003723137887,0.0006459030365529685,1.2410594234848483e-7,2.7052025546950384e-7,0.0005801891176020409,0.00010048967406471704,0.0007077962800983612,0.002029429717287402,2.1847361382319545e-6,0.0002585567125032436,1.7643768557526756e-6,2.1847361382319545e-6,1.939874884887438e-6,0.00013117824979395605,6.40909090909091e-5,0.0005437199769422917,0.0005219530881659595,0.0003223924005469622,2.184705416384557e-6,0.0021998450360735697,8.566024185503772e-7,1.1874702276746244e-6,7.602239393454569e-6,0.005279180945751944,4.710903363479322e-5,1.5196375303999586e-7,2.1555864214355735e-6
5.071429071670047e-7,0.0008623918567588607,0.0018225679260162019,0.0,0.0008610377585846153,0.00010237384981174439,0.0004136328427028675,0.000354341931801554,2.0001742763158607e-5,0.0006668012577521489,0.001402932495190429,4.555538510856338e-6,2.5049835341686734e-6,0.0003379410048868964,0.0010349552744054339,0.0,0.00016548520758572413,6.21777735344663e-5,0.0005852161140725826,0.0002920633409494796,0.0002920633409494796,2.3171570429504187e-6,7.369061638043452e-5,2.270012871858974e-7,1.0996143351603092e-8,0.00044432735806514915,0.0006517324342389631,1.5224424443076924e-6,0.0009595985556722762,1.458210055919867e-6
8.263667554833067e-7,2.475867469953749e-7,9.906905594405596e-5,0.0010801206558528427,0.0,0.0019260891578461539,3.731229509133663e-6,1.0364945349923965e-5,0.0005006304918635253,1.5868623739419421e-6,0.0002637349704931696,2.550271981187291e-7,3.7782551667247494e-6,0.0001770688574620562,6.329191531104389e-5,2.3536260883076923e-6,3.2067412644673766e-6,0.0007641153846153846,0.001014588983131143,7.6871985612687e-5,0.0005287239784679572,0.0006459030365529685,1.2757345398415476e-5,0.00011462753418198963,8.66737096722028e-8,3.651572474749051e-7,0.00018501787110922639,0.00023489886715706077,0.00032962915519118684,4.8847205939820246e-5
1.445488112590184e-5,1.0534979463124086e-7,0.0020320808352006685,7.626621444116753e-6,1.0534979463124086e-7,0.0,3.563546929162116e-8,0.001259515823008601,0.0,0.0032770700707177394,0.0005776916477272727,0.0007274728436532312,0.0005218782051282051,1.0534979463124086e-7,0.0012714220384314784,1.1839244489885283e-6,9.697122815360837e-5,3.51329039820292e-6,9.303485600557708e-5,0.0008087332255685618,6.511977414642821e-7,9.725320059478476e-5,5.041222923930327e-6,0.002590854407125959,0.0016385044328855072,0.0005702630659852797,4.686957283658405e-6,0.0002272892905327348,0.0010681831845372291,0.0005039491854886111
0.0014056670163273667,1.3755637178425441e-5,0.0002174924725184629,0.0010436469882018498,0.0006874913052807979,4.8847205939820246e-5,0.0,0.0005776167833819268,0.00014766483516483517,0.00029144455630188306,0.0007528267071350797,1.939874884887438e-6,0.00036454826500200907,5.133282945774151e-7,0.001226555735897436,4.3488923403907464e-5,0.0005810279705455259,0.0005856366222944823,0.001033444475907055,0.00024082850041673442,2.3536260883076923e-6,0.0001958579775653266,0.0005617894494584048,0.0001357255506586437,2.920152352516669e-7,0.0011366412688249615,0.0032770700707177394,9.854541017307693e-6,0.00010241655657426487,0.00012292477357132994
0.00026371252447286405,1.9214845742478917e-6,8.357088059237266e-7,0.00017619086660654258,3.5041569298342667e-6,0.0010801206558528427,0.0005617894494584048,0.0,0.00041516467484122835,0.00037966666666666666,4.641103201226204e-6,0.001123510135536797,0.001596250528586078,1.2410594234848483e-7,0.00016086986792567895,3.277181319019179e-6,2.850326543530028e-8,0.0,1.9823000510708277e-7,1.2137600340754453e-7,0.002572432565004359,0.002411960166649731,2.3880246164142696e-6,1.2126760690541364e-6,0.000912409518131868,0.00012687448341008385,4.686957283658405e-6,0.0018901995898228511,0.00011605477299099601,0.000961775256103679
0.0009406302684117766,6.3047832937158034e-6,5.133282945774151e-7,0.0001950427866233267,1.994350378109019e-6,0.0004198710573692259,0.0016444685862040133,0.0024258472024615385,0.0,0.00248934539188844,3.2203520616526886e-6,2.0817772912036704e-5,2.8970328942737717e-7,0.0019195370163043479,0.0004549727730401726,0.00013336829836829836,0.00014342892258945733,3.6944975169262634e-6,8.829687754106357e-5,3.6944975169262634e-6,1.4468513200048224e-5,1.2757345398415476e-5,0.0007084975783110732,0.00012000715733532045,0.002029429717287402,3.7782551667247494e-6,2.3536260883076923e-6,3.380662609871535e-6,5.7317912113174174e-5,0.00045977261859630656
1.6233357211538462e-6,3.6944975169262634e-6,0.00046716758046048496,0.0002055358672645978,0.00013318473193473193,3.262420520990328e-6,9.172635632904928e-5,0.003303710013621048,0.0021998450360735697,0.0,7.518434509084874e-5,0.0007077962800983612,5.45375908212389e-6,0.0004548869567865557,0.0016444685862040133,0.0002637349704931696,8.426218661103736e-7,6.283357341282051e-6,2.0261268897383886e-7,7.783477297292388e-5,0.00017603730242652434,5.071429071670047e-7,0.00016033576982990772,2.4946482116814898e-8,6.951101741357784e-7,0.00015393939393939393,0.000325990944349074,1.156530335219698e-5,0.0006728076923076924,1.5868623739419421e-6
9.697122815360837e-5,1.0984055958609081e-5,1.0815588032608697e-5,0.00029244342338756164,0.00019677702344916977,0.0008092807185720323,9.011275603617542e-8,0.000354341931801554,7.369061638043452e-5,0.001004672153910233,0.0,0.002449267932245547,4.332543121065969e-5,0.00024436648571135925,0.0003690791135592135,8.426218661103736e-7,0.0008623918567588607,0.002706871793276451,3.3227509925202287e-7,4.189798277792143e-6,7.824244184812823e-7,1.823122500111461e-5,0.00032453202378329867,0.0002404970162674732,3.277181319019179e-6,0.002660820884880528,0.000254881993006993,1.1827096922185234e-5,0.0005776916477272727,0.001069464706187291
0.0005702630659852797,2.5227341606825517e-6,1.0371481279983885e-5,1.445488112590184e-5,0.000169828507045551,0.0025403116113846156,2.6771277187546416e-5,0.0003985774232665684,5.898637002652519e-8,0.00024436648571135925,0.001255264208379883,0.0,0.0007804523631583532,0.00169665081258573,0.0005525532252092406,0.0005355693583295893,3.0382852672492634e-6,0.0007833487583549254,0.000912409518131868,1.2873861825574953e-6,2.351335231737042e-6,2.6771277187546416e-5,7.13781717438618e-5,0.0007393422456400096,0.0006573527545062198,8.964029689818108e-6,6.3047832937158034e-6,0.00020173070610294872,2.2432131705629924e-6,6.403855815284402e-8
